order_id,customer_id,order_date,status,payment_method,shipping_cost,campaign_id
47345,9397,2025-12-31,Delivered,Net Banking,213.39,
47346,6273,2025-02-01,Shipped,Credit Card,43.83,2.0
47347,4676,2025-09-21,Delivered,COD,82.16,
47348,10061,2025-09-05,Delivered,Debit Card,53.68,1.0
47349,6781,2025-03-05,Delivered,Credit Card,79.89,
47350,5997,2025-11-13,Delivered,UPI,118.56,
47351,15230,2025-06-23,Cancelled,Net Banking,144.85,
47352,1654,2025-05-21,Shipped,Debit Card,100.84,
47353,7998,2025-12-20,Delivered,Wallet,81.2,8.0
47354,5065,2025-06-25,Delivered,UPI,149.56,2.0
47355,5808,2025-06-03,Delivered,UPI,101.79,
47356,8926,2025-01-09,Delivered,Credit Card,127.34,
47357,18553,2025-10-27,Delivered,Credit Card,78.63,
47358,13186,2025-12-28,Delivered,Credit Card,82.67,6.0
47359,3908,2025-09-17,Delivered,Debit Card,78.53,
47360,11464,2025-05-27,Delivered,Credit Card,159.94,
47361,3113,2025-01-08,Delivered,Credit Card,96.99,
47362,17757,2025-07-16,Delivered,Credit Card,72.15,
47363,8544,2025-09-05,Delivered,Wallet,43.62,4.0
47364,19069,2025-05-31,Delivered,Wallet,165.04,1.0
47365,13254,2025-12-24,Delivered,UPI,102.48,
47366,16651,2025-02-04,Shipped,Net Banking,67.68,7.0
47367,3603,2025-07-24,Delivered,Credit Card,196.85,4.0
47368,17087,2025-05-08,Delivered,UPI,180.81,
47369,3834,2025-07-03,Delivered,Credit Card,133.91,8.0
47370,19579,2025-01-17,Delivered,Credit Card,208.03,
47371,5702,2025-12-20,Delivered,Debit Card,46.33,1.0
47372,13639,2025-06-15,Delivered,Wallet,62.54,
47373,10955,2025-01-22,Delivered,COD,149.15,
47374,9653,2025-12-27,Delivered,Debit Card,135.65,
47375,8624,2025-12-27,Delivered,UPI,87.57,4.0
47376,7723,2025-07-27,Delivered,UPI,122.74,7.0
47377,6125,2025-10-01,Delivered,COD,145.96,6.0
47378,11989,2025-01-14,Cancelled,Wallet,120.14,2.0
47379,19720,2025-03-24,Delivered,Credit Card,69.47,3.0
47380,13411,2025-02-17,Delivered,Wallet,152.07,8.0
47381,15106,2025-09-02,Delivered,UPI,87.49,
47382,13082,2025-11-27,Delivered,Net Banking,218.1,
47383,10392,2025-04-20,Delivered,Debit Card,156.11,
47384,16345,2025-10-22,Delivered,Debit Card,168.93,
47385,6514,2025-01-24,Delivered,Credit Card,86.1,8.0
47386,5583,2025-06-19,Delivered,UPI,142.54,
47387,7730,2025-02-08,Delivered,Debit Card,158.96,6.0
47388,11605,2025-06-28,Delivered,UPI,98.35,5.0
47389,3,2025-10-26,Delivered,UPI,44.93,
47390,16685,2025-04-07,Delivered,Net Banking,143.73,5.0
47391,6124,2025-08-16,Delivered,Credit Card,177.08,
47392,12067,2025-02-14,Delivered,Credit Card,93.53,1.0
47393,1069,2025-05-13,Delivered,UPI,83.88,6.0
47394,8688,2025-10-09,Delivered,Debit Card,41.84,
47395,1371,2025-10-22,Delivered,Wallet,137.89,2.0
47396,219,2025-12-20,Delivered,UPI,150.36,
47397,15781,2025-04-14,Delivered,COD,53.03,
47398,8146,2025-10-21,Delivered,UPI,202.51,
47399,16294,2025-11-23,Delivered,Debit Card,211.27,
47400,6793,2025-06-09,Delivered,Credit Card,196.24,
47401,12975,2025-08-08,Delivered,Wallet,114.66,
47402,1877,2025-07-06,Delivered,UPI,40.68,
47403,3853,2025-09-11,Delivered,Debit Card,163.4,
47404,9511,2025-07-13,Shipped,Debit Card,119.02,
47405,8902,2025-08-01,Delivered,COD,206.35,
47406,3942,2025-10-12,Delivered,COD,181.4,3.0
47407,17436,2025-09-03,Delivered,UPI,143.2,8.0
47408,5786,2025-04-10,Delivered,Debit Card,174.26,
47409,8603,2025-07-17,Shipped,Debit Card,207.88,3.0
47410,6793,2025-02-15,Delivered,COD,174.64,
47411,19929,2025-01-04,Delivered,Credit Card,145.13,
47412,6977,2025-06-08,Delivered,Credit Card,69.61,3.0
47413,5436,2025-01-20,Delivered,Credit Card,126.4,
47414,18248,2025-06-03,Delivered,UPI,60.73,
47415,3190,2025-04-13,Delivered,Credit Card,45.27,
47416,18478,2025-03-08,Cancelled,Credit Card,87.69,
47417,11385,2025-05-04,Delivered,Wallet,143.68,4.0
47418,4537,2025-09-12,Delivered,Debit Card,164.42,
47419,5166,2025-12-02,Delivered,UPI,90.24,1.0
47420,14152,2025-12-11,Shipped,COD,134.77,
47421,809,2025-09-15,Delivered,UPI,169.46,
47422,14253,2025-06-25,Delivered,UPI,118.34,
47423,6272,2025-12-08,Delivered,Credit Card,204.62,
47424,16166,2025-05-27,Delivered,Debit Card,117.97,
47425,2534,2025-04-12,Delivered,UPI,137.01,2.0
47426,5109,2025-05-18,Delivered,UPI,183.31,
47427,8855,2025-03-17,Delivered,Wallet,167.98,
47428,17616,2025-11-15,Delivered,Credit Card,55.08,
47429,5782,2025-05-13,Cancelled,Wallet,154.23,
47430,16861,2025-11-02,Cancelled,Credit Card,147.43,
47431,2035,2025-10-29,Delivered,UPI,136.77,
47432,3474,2025-07-15,Delivered,Credit Card,91.87,4.0
47433,3193,2025-07-06,Delivered,Wallet,105.58,
47434,12331,2025-12-10,Delivered,Debit Card,123.18,
47435,7820,2025-12-31,Delivered,UPI,50.84,
47436,17281,2025-12-24,Delivered,Debit Card,203.8,
47437,9800,2025-11-27,Delivered,Credit Card,103.89,
47438,16751,2025-09-07,Delivered,Credit Card,99.38,
47439,4925,2025-04-09,Delivered,UPI,107.41,
47440,18715,2025-07-06,Delivered,Credit Card,206.57,3.0
47441,12730,2025-07-16,Delivered,Debit Card,182.57,
47442,10197,2025-04-09,Delivered,Debit Card,212.93,
47443,12248,2025-11-24,Delivered,UPI,179.96,
47444,18452,2025-06-11,Shipped,Credit Card,159.65,
47445,6907,2025-08-31,Delivered,UPI,167.33,6.0
47446,5043,2025-10-21,Delivered,Credit Card,115.95,6.0
47447,5029,2025-10-09,Delivered,Wallet,133.49,6.0
47448,19503,2025-08-21,Delivered,Credit Card,154.21,5.0
47449,6793,2025-06-17,Delivered,UPI,158.38,4.0
47450,17720,2025-06-09,Delivered,Credit Card,91.94,
47451,2790,2025-05-05,Shipped,Debit Card,65.84,
47452,8661,2025-05-15,Delivered,Credit Card,112.57,
47453,12435,2025-12-10,Delivered,COD,76.27,
47454,19311,2025-04-14,Delivered,UPI,160.92,6.0
47455,13509,2025-12-04,Delivered,Credit Card,161.11,
47456,35,2025-10-06,Delivered,UPI,186.02,
47457,15179,2025-05-02,Delivered,Wallet,66.05,
47458,13017,2025-12-16,Cancelled,Wallet,44.39,
47459,3727,2025-12-28,Delivered,Net Banking,207.22,
47460,12463,2025-09-01,Delivered,COD,129.18,1.0
47461,18606,2025-04-03,Delivered,UPI,161.41,7.0
47462,96,2025-06-06,Delivered,UPI,46.2,4.0
47463,19545,2025-12-18,Delivered,UPI,59.62,
47464,6018,2025-06-18,Delivered,Credit Card,144.23,2.0
47465,12216,2025-05-06,Delivered,UPI,146.58,3.0
47466,5658,2025-10-17,Delivered,UPI,96.66,
47467,14561,2025-07-30,Delivered,UPI,50.13,
47468,10396,2025-08-25,Delivered,Credit Card,169.32,
47469,5406,2025-09-06,Shipped,Credit Card,169.36,7.0
47470,10157,2025-12-07,Delivered,COD,166.91,
47471,7089,2025-07-19,Cancelled,UPI,122.42,8.0
47472,5121,2025-06-16,Delivered,COD,208.83,1.0
47473,11897,2025-12-17,Cancelled,UPI,115.06,2.0
47474,12792,2025-01-18,Delivered,Wallet,192.44,
47475,2839,2025-11-08,Delivered,Credit Card,177.6,2.0
47476,18674,2025-06-21,Delivered,Debit Card,166.75,2.0
47477,127,2025-11-16,Delivered,Credit Card,136.66,4.0
47478,5648,2025-07-11,Shipped,UPI,161.9,
47479,6915,2025-01-28,Shipped,Credit Card,45.01,
47480,1343,2025-03-06,Delivered,Credit Card,154.76,8.0
47481,1791,2025-05-02,Delivered,Debit Card,146.69,7.0
47482,16933,2025-02-13,Delivered,Credit Card,132.35,
47483,7309,2025-11-22,Delivered,Wallet,174.48,
47484,7382,2025-04-02,Delivered,Credit Card,182.32,6.0
47485,13714,2025-12-30,Delivered,Credit Card,69.62,
47486,14446,2025-04-29,Delivered,Wallet,59.47,7.0
47487,14078,2025-06-25,Delivered,Debit Card,67.6,8.0
47488,9462,2025-11-30,Delivered,UPI,65.56,1.0
47489,14071,2025-08-31,Delivered,Net Banking,98.62,1.0
47490,18574,2025-11-28,Delivered,COD,170.07,7.0
47491,2738,2025-09-02,Shipped,UPI,187.44,4.0
47492,11511,2025-04-28,Delivered,COD,75.97,1.0
47493,17603,2025-06-06,Delivered,Credit Card,73.39,
47494,19345,2025-06-19,Cancelled,UPI,192.01,
47495,1748,2025-03-21,Delivered,Credit Card,97.86,
47496,19071,2025-05-17,Delivered,Debit Card,107.67,7.0
47497,14496,2025-12-22,Delivered,Wallet,48.42,4.0
47498,14452,2025-02-07,Delivered,UPI,44.32,
47499,2979,2025-11-20,Delivered,Debit Card,157.3,4.0
47500,11534,2025-10-20,Delivered,COD,45.97,3.0
47501,7245,2025-12-08,Delivered,Credit Card,196.5,4.0
47502,11764,2025-11-02,Delivered,Credit Card,95.7,
47503,14693,2025-12-02,Delivered,UPI,216.94,6.0
47504,3690,2025-02-02,Delivered,Debit Card,149.13,6.0
47505,3099,2025-06-07,Delivered,Debit Card,195.57,1.0
47506,7209,2025-12-10,Delivered,Debit Card,166.11,
47507,12864,2025-03-25,Cancelled,Credit Card,88.2,
47508,13444,2025-03-21,Delivered,Debit Card,213.02,4.0
47509,12248,2025-12-20,Delivered,UPI,209.46,
47510,16979,2025-05-13,Delivered,COD,105.73,
47511,14648,2025-05-10,Cancelled,Credit Card,180.5,5.0
47512,10178,2025-08-29,Delivered,Credit Card,99.12,2.0
47513,9735,2025-09-05,Delivered,UPI,73.25,
47514,15962,2025-12-01,Delivered,Credit Card,170.53,
47515,17720,2025-01-14,Delivered,Debit Card,145.15,
47516,16972,2025-10-18,Delivered,COD,205.3,
47517,10006,2025-07-22,Delivered,Debit Card,72.78,
47518,11613,2025-09-19,Delivered,UPI,113.38,
47519,15733,2025-07-18,Delivered,UPI,57.45,
47520,11618,2025-10-25,Delivered,UPI,78.82,5.0
47521,4572,2025-10-22,Delivered,Net Banking,98.16,
47522,17791,2025-12-01,Delivered,UPI,131.35,1.0
47523,9945,2025-12-13,Delivered,Credit Card,40.96,
47524,19677,2025-03-29,Delivered,UPI,139.6,
47525,11083,2025-12-27,Delivered,Credit Card,49.21,2.0
47526,7791,2025-08-19,Delivered,Wallet,48.95,
47527,4331,2025-10-03,Delivered,UPI,168.4,
47528,6943,2025-09-20,Delivered,COD,50.45,
47529,4487,2025-11-20,Delivered,Credit Card,150.69,
47530,18531,2025-09-20,Delivered,Credit Card,141.07,4.0
47531,12062,2025-11-07,Delivered,Net Banking,188.72,6.0
47532,16403,2025-05-23,Delivered,Credit Card,153.55,2.0
47533,4219,2025-11-23,Shipped,UPI,134.18,8.0
47534,1255,2025-07-22,Delivered,COD,145.25,6.0
47535,8447,2025-04-14,Delivered,Wallet,138.2,2.0
47536,18806,2025-10-14,Delivered,Credit Card,89.25,7.0
47537,2290,2025-03-05,Delivered,UPI,86.34,
47538,15789,2025-12-21,Delivered,COD,174.31,2.0
47539,1189,2025-11-26,Shipped,UPI,72.01,6.0
47540,3329,2025-03-17,Delivered,Debit Card,79.6,5.0
47541,14549,2025-06-01,Delivered,COD,73.32,6.0
47542,4277,2025-05-31,Delivered,UPI,142.4,
47543,439,2025-02-13,Delivered,Wallet,99.96,
47544,4459,2025-09-29,Delivered,UPI,108.54,
47545,14609,2025-10-19,Delivered,UPI,103.51,4.0
47546,10676,2025-05-03,Delivered,Credit Card,59.46,2.0
47547,10967,2025-07-21,Delivered,Wallet,212.65,
47548,8260,2025-09-26,Delivered,Net Banking,138.95,
47549,2941,2025-10-11,Delivered,Wallet,70.74,
47550,4374,2025-12-18,Delivered,Debit Card,135.29,7.0
47551,3727,2025-09-30,Delivered,Credit Card,129.97,3.0
47552,14077,2025-09-13,Delivered,Wallet,99.41,6.0
47553,16925,2025-08-05,Delivered,Wallet,117.88,
47554,4865,2025-04-12,Delivered,UPI,69.3,2.0
47555,3456,2025-09-11,Delivered,UPI,147.57,8.0
47556,5158,2025-09-26,Delivered,Debit Card,179.02,3.0
47557,18846,2025-08-30,Cancelled,Credit Card,136.97,
47558,4331,2025-12-27,Delivered,Wallet,121.29,3.0
47559,13746,2025-03-01,Cancelled,UPI,44.63,7.0
47560,2374,2025-10-30,Delivered,Net Banking,48.41,
47561,13212,2025-07-28,Delivered,UPI,45.04,
47562,5003,2025-11-21,Delivered,UPI,75.59,
47563,16732,2025-04-19,Delivered,Credit Card,184.26,
47564,471,2025-07-22,Delivered,Net Banking,131.44,1.0
47565,10096,2025-11-12,Delivered,COD,111.54,
47566,13270,2025-01-08,Delivered,Net Banking,206.06,
47567,14803,2025-12-14,Delivered,Credit Card,205.17,
47568,18118,2025-01-23,Delivered,Wallet,101.96,7.0
47569,12569,2025-04-10,Delivered,UPI,51.26,4.0
47570,2594,2025-10-25,Delivered,Debit Card,169.74,6.0
47571,14430,2025-01-01,Cancelled,Wallet,83.48,
47572,10618,2025-07-22,Delivered,Net Banking,183.57,1.0
47573,1985,2025-04-10,Shipped,UPI,134.43,3.0
47574,2839,2025-09-26,Shipped,Wallet,155.75,7.0
47575,16548,2025-04-04,Delivered,Credit Card,76.74,
47576,11318,2025-02-10,Delivered,Credit Card,89.62,
47577,3191,2025-02-05,Delivered,COD,214.95,7.0
47578,15786,2025-11-17,Delivered,Credit Card,168.29,5.0
47579,11779,2025-09-16,Delivered,Credit Card,68.2,
47580,3361,2025-05-21,Delivered,Credit Card,107.28,
47581,9094,2025-03-30,Cancelled,Credit Card,113.23,
47582,18668,2025-07-18,Shipped,Credit Card,211.37,
47583,14989,2025-12-16,Cancelled,Debit Card,121.05,
47584,7790,2025-11-09,Shipped,Credit Card,104.53,
47585,109,2025-07-24,Delivered,UPI,48.45,
47586,4597,2025-05-23,Delivered,Wallet,211.35,
47587,3635,2025-12-10,Delivered,Credit Card,196.78,
47588,7601,2025-05-12,Delivered,UPI,175.91,
47589,17691,2025-02-18,Delivered,UPI,209.5,1.0
47590,3617,2025-10-06,Delivered,UPI,72.78,
47591,1016,2025-09-09,Delivered,UPI,211.48,6.0
47592,2658,2025-05-08,Delivered,UPI,162.83,5.0
47593,9012,2025-04-06,Delivered,Credit Card,209.71,6.0
47594,1365,2025-07-17,Delivered,Net Banking,64.97,
47595,11143,2025-07-20,Delivered,Wallet,77.76,
47596,5595,2025-10-07,Delivered,COD,214.37,8.0
47597,7544,2025-05-25,Shipped,Wallet,142.91,
47598,3164,2025-04-29,Delivered,Debit Card,187.28,
47599,14862,2025-03-30,Delivered,UPI,55.23,6.0
47600,7679,2025-08-25,Delivered,Debit Card,82.1,8.0
47601,2335,2025-04-30,Delivered,COD,61.88,
47602,7302,2025-03-14,Delivered,COD,203.23,
47603,19701,2025-12-31,Delivered,UPI,156.07,6.0
47604,14217,2025-02-24,Delivered,UPI,137.69,8.0
47605,17400,2025-12-23,Delivered,UPI,121.48,
47606,17907,2025-07-12,Delivered,Credit Card,92.79,
47607,10996,2025-04-14,Delivered,Wallet,205.79,5.0
47608,11149,2025-07-15,Delivered,UPI,200.0,
47609,18247,2025-11-20,Cancelled,Credit Card,42.18,
47610,17490,2025-12-08,Cancelled,Wallet,170.41,4.0
47611,14278,2025-08-04,Delivered,Wallet,117.99,
47612,16432,2025-11-23,Delivered,UPI,89.98,
47613,14760,2025-09-08,Delivered,Debit Card,176.06,5.0
47614,6230,2025-05-04,Delivered,Wallet,68.24,
47615,2458,2025-12-07,Delivered,COD,107.45,5.0
47616,14297,2025-08-11,Delivered,Debit Card,106.03,
47617,18228,2025-01-03,Delivered,Debit Card,201.71,
47618,19625,2025-04-03,Delivered,Debit Card,59.6,
47619,1001,2025-03-02,Cancelled,Wallet,66.27,
47620,12764,2025-06-18,Delivered,Credit Card,88.78,
47621,12413,2025-08-18,Delivered,COD,152.61,
47622,7458,2025-02-01,Cancelled,Debit Card,204.64,
47623,11070,2025-12-08,Delivered,Credit Card,159.49,3.0
47624,9211,2025-12-20,Delivered,Debit Card,170.39,
47625,18590,2025-03-03,Delivered,Credit Card,195.68,3.0
47626,6050,2025-04-05,Delivered,Net Banking,153.72,
47627,3603,2025-06-29,Delivered,UPI,74.2,
47628,13428,2025-06-15,Delivered,UPI,211.23,2.0
47629,5818,2025-10-28,Delivered,UPI,177.62,
47630,1118,2025-12-20,Delivered,COD,109.81,2.0
47631,16031,2025-10-16,Delivered,Credit Card,41.66,
47632,6545,2025-03-10,Delivered,UPI,110.53,
47633,19870,2025-11-02,Delivered,Credit Card,132.51,
47634,6315,2025-11-16,Delivered,COD,40.99,
47635,11129,2025-10-08,Delivered,Debit Card,59.35,
47636,3253,2025-11-11,Delivered,UPI,126.31,5.0
47637,10696,2025-06-19,Delivered,Net Banking,86.3,
47638,5446,2025-03-04,Delivered,Credit Card,156.72,7.0
47639,13603,2025-12-09,Delivered,Debit Card,130.81,
47640,579,2025-07-19,Delivered,Net Banking,189.92,
47641,13925,2025-05-15,Delivered,Debit Card,69.09,3.0
47642,10436,2025-03-15,Delivered,Wallet,218.86,
47643,7649,2025-05-14,Delivered,Credit Card,91.16,2.0
47644,1307,2025-12-15,Delivered,Credit Card,127.35,
47645,1267,2025-06-06,Delivered,Credit Card,161.86,8.0
47646,15861,2025-09-20,Delivered,Wallet,209.44,
47647,14745,2025-06-27,Delivered,Wallet,88.85,7.0
47648,9394,2025-12-01,Delivered,UPI,65.84,4.0
47649,127,2025-11-18,Delivered,UPI,83.98,
47650,16261,2025-04-30,Delivered,Debit Card,182.79,
47651,13298,2025-07-08,Delivered,Credit Card,119.38,4.0
47652,1548,2025-07-21,Delivered,COD,211.55,
47653,5648,2025-12-23,Delivered,Credit Card,104.32,
47654,1370,2025-12-21,Delivered,Wallet,107.05,
47655,17416,2025-04-12,Delivered,UPI,81.95,
47656,10163,2025-06-06,Delivered,Wallet,218.55,
47657,7540,2025-01-19,Delivered,COD,49.96,
47658,12667,2025-09-10,Cancelled,Credit Card,74.61,2.0
47659,14862,2025-04-23,Delivered,UPI,104.62,
47660,13071,2025-08-17,Delivered,Net Banking,72.49,
47661,16556,2025-11-08,Delivered,Debit Card,109.29,
47662,11927,2025-01-19,Shipped,UPI,100.8,
47663,62,2025-05-24,Cancelled,Credit Card,41.41,1.0
47664,2768,2025-03-18,Delivered,Wallet,66.73,7.0
47665,17361,2025-06-06,Delivered,Credit Card,88.51,
47666,2583,2025-06-27,Delivered,COD,215.38,
47667,12443,2025-12-08,Delivered,Credit Card,177.45,
47668,4175,2025-04-27,Delivered,UPI,88.54,
47669,19261,2025-02-24,Delivered,Credit Card,114.23,6.0
47670,4583,2025-02-23,Delivered,Credit Card,43.0,3.0
47671,7310,2025-10-21,Delivered,COD,129.39,
47672,15491,2025-07-02,Delivered,Wallet,112.93,6.0
47673,13164,2025-12-20,Cancelled,Credit Card,111.68,7.0
47674,6496,2025-06-20,Shipped,Credit Card,188.41,
47675,13911,2025-12-24,Delivered,Wallet,87.25,
47676,19647,2025-08-23,Delivered,Debit Card,170.96,5.0
47677,2915,2025-11-18,Delivered,UPI,64.96,5.0
47678,4928,2025-09-10,Delivered,Debit Card,203.23,6.0
47679,9077,2025-05-19,Delivered,UPI,54.55,
47680,6332,2025-01-21,Delivered,Net Banking,92.51,
47681,6409,2025-01-28,Delivered,UPI,192.68,
47682,8633,2025-04-06,Shipped,Net Banking,184.36,6.0
47683,15810,2025-07-05,Delivered,Debit Card,153.47,
47684,7212,2025-07-13,Delivered,Wallet,115.38,
47685,5273,2025-09-05,Delivered,Debit Card,47.93,
47686,11036,2025-04-07,Delivered,UPI,76.63,
47687,17459,2025-09-25,Delivered,COD,208.46,
47688,13934,2025-12-14,Delivered,UPI,212.17,
47689,6854,2025-10-23,Delivered,Credit Card,173.87,3.0
47690,19490,2025-11-27,Delivered,Credit Card,126.64,
47691,13759,2025-07-16,Delivered,Wallet,111.91,1.0
47692,2802,2025-09-28,Shipped,UPI,184.5,
47693,13838,2025-09-20,Delivered,Net Banking,166.44,
47694,18231,2025-10-18,Delivered,Debit Card,178.34,
47695,9548,2025-03-01,Delivered,Credit Card,219.08,
47696,14542,2025-05-11,Delivered,Net Banking,143.6,
47697,3044,2025-05-17,Delivered,Credit Card,129.44,
47698,2223,2025-01-15,Delivered,Credit Card,152.97,
47699,12613,2025-06-02,Delivered,COD,147.24,
47700,8046,2025-01-14,Delivered,COD,213.18,1.0
47701,9274,2025-05-15,Delivered,Debit Card,186.97,8.0
47702,6221,2025-02-18,Delivered,Debit Card,105.91,
47703,9209,2025-01-13,Delivered,UPI,178.7,8.0
47704,1974,2025-09-22,Delivered,COD,145.75,
47705,2163,2025-02-01,Delivered,UPI,129.85,
47706,8978,2025-10-06,Delivered,Debit Card,54.99,2.0
47707,9165,2025-10-27,Delivered,Debit Card,107.82,
47708,17452,2025-12-22,Cancelled,Wallet,156.46,5.0
47709,6661,2025-01-08,Cancelled,Debit Card,197.35,
47710,13502,2025-04-11,Delivered,UPI,165.27,
47711,6124,2025-08-22,Delivered,Wallet,161.21,1.0
47712,6231,2025-01-18,Delivered,Wallet,123.57,3.0
47713,14104,2025-07-05,Delivered,UPI,66.18,
47714,11245,2025-12-09,Shipped,UPI,120.2,
47715,7515,2025-12-31,Delivered,UPI,185.61,
47716,9751,2025-11-26,Delivered,UPI,101.93,
47717,16877,2025-11-18,Delivered,Debit Card,187.92,
47718,14865,2025-11-10,Delivered,UPI,52.86,
47719,18777,2025-12-15,Delivered,Wallet,209.63,
47720,17567,2025-06-23,Delivered,COD,189.36,
47721,13355,2025-11-09,Delivered,Debit Card,215.05,
47722,3843,2025-07-20,Delivered,Debit Card,147.39,
47723,7311,2025-08-30,Delivered,Debit Card,85.49,
47724,11109,2025-01-24,Delivered,UPI,136.0,3.0
47725,684,2025-02-06,Delivered,UPI,133.06,2.0
47726,13591,2025-04-08,Delivered,Debit Card,149.28,
47727,19651,2025-10-29,Delivered,UPI,117.78,
47728,16531,2025-03-30,Shipped,Credit Card,124.97,
47729,13702,2025-10-18,Delivered,UPI,50.39,1.0
47730,13515,2025-08-02,Delivered,Credit Card,204.06,
47731,18033,2025-12-10,Delivered,Wallet,81.19,8.0
47732,6282,2025-07-13,Delivered,Debit Card,122.67,
47733,9027,2025-06-07,Delivered,Credit Card,201.9,
47734,13216,2025-01-19,Delivered,Debit Card,111.37,2.0
47735,11469,2025-08-17,Cancelled,Credit Card,170.5,
47736,16870,2025-02-26,Delivered,UPI,200.4,
47737,7412,2025-10-06,Delivered,Wallet,143.75,
47738,8392,2025-09-01,Delivered,Debit Card,186.97,8.0
47739,5111,2025-11-13,Delivered,Credit Card,118.29,
47740,12801,2025-02-23,Delivered,Wallet,125.1,
47741,7846,2025-09-28,Delivered,Debit Card,176.29,
47742,10989,2025-09-04,Delivered,Credit Card,197.99,
47743,1217,2025-11-12,Delivered,Credit Card,178.92,
47744,14031,2025-05-24,Delivered,UPI,168.0,
47745,10688,2025-10-26,Delivered,Net Banking,192.31,
47746,14778,2025-11-24,Delivered,Debit Card,125.72,8.0
47747,5128,2025-04-07,Delivered,Debit Card,188.7,1.0
47748,17098,2025-01-10,Delivered,Wallet,199.85,
47749,17436,2025-06-11,Delivered,UPI,54.32,
47750,8812,2025-08-14,Delivered,Net Banking,61.58,
47751,1897,2025-04-22,Delivered,Credit Card,50.66,4.0
47752,10223,2025-02-22,Delivered,Credit Card,82.43,
47753,12957,2025-03-13,Delivered,Debit Card,133.48,
47754,12040,2025-09-26,Delivered,Net Banking,77.55,2.0
47755,18050,2025-03-20,Delivered,Debit Card,209.17,
47756,18478,2025-10-28,Delivered,Debit Card,177.3,
47757,12495,2025-06-20,Delivered,UPI,143.09,
47758,12862,2025-12-17,Delivered,Debit Card,107.69,5.0
47759,2617,2025-06-13,Delivered,UPI,180.57,
47760,7913,2025-09-08,Delivered,Credit Card,117.97,
47761,6657,2025-01-05,Delivered,Credit Card,91.65,
47762,6956,2025-04-09,Cancelled,Debit Card,184.65,
47763,14514,2025-09-28,Delivered,COD,54.64,
47764,9853,2025-11-29,Delivered,UPI,202.06,
47765,10140,2025-11-30,Delivered,UPI,63.7,8.0
47766,5084,2025-04-09,Delivered,UPI,203.68,
47767,3357,2025-08-23,Cancelled,UPI,74.68,
47768,8243,2025-01-19,Delivered,Net Banking,53.02,
47769,1167,2025-09-10,Delivered,Credit Card,134.42,
47770,3217,2025-01-25,Shipped,UPI,178.4,
47771,16369,2025-05-12,Delivered,Debit Card,92.3,
47772,8814,2025-12-17,Delivered,Credit Card,65.26,1.0
47773,19579,2025-04-30,Delivered,COD,217.01,
47774,94,2025-12-01,Delivered,UPI,148.61,8.0
47775,18513,2025-12-22,Delivered,Credit Card,101.31,
47776,13062,2025-12-14,Shipped,COD,47.38,
47777,12516,2025-03-03,Delivered,Debit Card,95.42,1.0
47778,16797,2025-08-14,Delivered,Credit Card,83.95,
47779,12597,2025-05-25,Delivered,UPI,94.2,1.0
47780,710,2025-01-17,Delivered,UPI,111.46,
47781,18222,2025-07-31,Delivered,UPI,166.6,7.0
47782,17487,2025-10-27,Delivered,Credit Card,147.43,4.0
47783,10479,2025-12-02,Delivered,UPI,149.75,2.0
47784,2554,2025-07-29,Delivered,Net Banking,156.4,5.0
47785,16424,2025-09-30,Delivered,COD,173.33,
47786,10636,2025-03-03,Delivered,Wallet,85.94,
47787,6579,2025-03-02,Delivered,UPI,152.01,6.0
47788,19883,2025-10-24,Delivered,Net Banking,168.69,3.0
47789,3318,2025-04-01,Delivered,Net Banking,159.33,
47790,3319,2025-08-27,Shipped,Credit Card,159.55,7.0
47791,12045,2025-10-06,Delivered,UPI,64.8,
47792,5485,2025-08-07,Delivered,Wallet,182.78,
47793,8302,2025-12-30,Delivered,Debit Card,219.91,6.0
47794,4929,2025-09-22,Delivered,UPI,204.67,1.0
47795,15654,2025-11-07,Delivered,Net Banking,215.21,
47796,5608,2025-02-07,Delivered,Wallet,218.7,
47797,16828,2025-07-26,Delivered,Net Banking,124.44,
47798,14666,2025-12-09,Delivered,Credit Card,134.56,
47799,6036,2025-10-04,Delivered,UPI,67.89,
47800,15982,2025-06-20,Delivered,UPI,161.7,
47801,6454,2025-07-05,Delivered,Debit Card,54.12,
47802,8185,2025-05-28,Delivered,Credit Card,206.96,
47803,1584,2025-01-23,Delivered,UPI,89.57,
47804,11388,2025-05-29,Cancelled,UPI,207.78,
47805,16330,2025-11-08,Delivered,UPI,174.76,
47806,12514,2025-06-01,Cancelled,UPI,134.38,6.0
47807,11052,2025-11-13,Delivered,Credit Card,204.79,
47808,18054,2025-03-18,Delivered,Credit Card,150.28,
47809,8914,2025-01-17,Delivered,Net Banking,135.16,
47810,19933,2025-06-17,Delivered,Debit Card,219.97,1.0
47811,9305,2025-06-12,Delivered,UPI,143.72,4.0
47812,12887,2025-10-28,Delivered,Net Banking,180.67,
47813,958,2025-11-21,Delivered,UPI,164.37,
47814,13917,2025-01-18,Delivered,Net Banking,133.36,
47815,6464,2025-09-19,Delivered,UPI,111.93,
47816,2582,2025-01-03,Delivered,UPI,141.5,
47817,2994,2025-09-21,Delivered,Wallet,175.37,8.0
47818,10248,2025-10-06,Delivered,Net Banking,216.81,
47819,11839,2025-07-04,Delivered,UPI,43.32,
47820,14001,2025-02-07,Delivered,UPI,197.12,
47821,9009,2025-07-04,Delivered,COD,118.79,1.0
47822,17309,2025-09-06,Delivered,UPI,133.11,
