return_id,order_id,order_item_id,return_date,return_qty,reason,refund_amount
3667,44144,90546,2025-02-07,1,Not as Expected,15315.33
3668,44166,90591,2025-05-09,1,Changed Mind,2562.62
3669,44196,90650,2025-02-01,1,Changed Mind,3977.02
3670,44207,90677,2025-11-12,3,Wrong Item,12669.33
3671,44210,90684,2025-04-04,2,Not as Expected,4094.5
3672,44220,90699,2025-07-29,1,Not as Expected,929.17
3673,44223,90705,2025-12-31,1,Changed Mind,580.33
3674,44223,90706,2025-12-24,1,Not as Expected,53159.78
3675,44233,90724,2025-01-19,1,Size Issue,36908.76
3676,44237,90735,2025-05-11,1,Changed Mind,2178.23
3677,44246,90755,2025-10-19,1,Wrong Item,16503.13
3678,44307,90873,2025-03-25,1,Size Issue,17076.63
3679,44312,90882,2025-12-13,1,Wrong Item,5037.17
3680,44315,90890,2025-12-31,1,Size Issue,14905.38
3681,44316,90892,2025-07-02,1,Size Issue,7469.53
3682,44316,90893,2025-07-27,1,Damaged,57458.25
3683,44348,90952,2025-09-15,1,Not as Expected,10928.94
3684,44370,91000,2025-06-23,1,Not as Expected,11592.97
3685,44374,91008,2025-09-11,1,Damaged,12162.19
3686,44375,91010,2025-11-19,1,Changed Mind,71340.9
3687,44394,91048,2025-09-07,1,Wrong Item,13191.41
3688,44406,91077,2025-06-02,1,Size Issue,5740.07
3689,44412,91092,2025-12-03,1,Damaged,11728.56
3690,44416,91100,2025-02-10,1,Not as Expected,63678.23
3691,44420,91106,2025-12-31,1,Damaged,14532.55
3692,44428,91129,2025-03-06,1,Damaged,22154.95
3693,44439,91145,2025-02-07,1,Not as Expected,66652.73
3694,44442,91149,2025-09-18,1,Changed Mind,2136.39
3695,44452,91171,2025-02-05,1,Changed Mind,64526.26
3696,44475,91216,2025-03-30,1,Changed Mind,8781.28
3697,44478,91221,2025-04-12,1,Damaged,15611.02
3698,44485,91236,2025-12-13,1,Changed Mind,469.58
3699,44489,91241,2025-12-05,1,Not as Expected,8743.15
3700,44501,91265,2025-12-31,1,Wrong Item,3797.84
3701,44519,91301,2025-06-22,1,Size Issue,6571.46
3702,44538,91339,2025-07-13,2,Wrong Item,63492.69
3703,44542,91347,2025-01-30,1,Size Issue,70616.14
3704,44560,91377,2025-08-15,1,Changed Mind,12326.1
3705,44571,91403,2025-10-23,1,Size Issue,18264.97
3706,44574,91409,2025-09-05,1,Damaged,17751.73
3707,44578,91415,2025-02-17,2,Damaged,19445.23
3708,44590,91448,2025-11-08,1,Wrong Item,24526.24
3709,44593,91459,2025-11-01,1,Not as Expected,14532.55
3710,44604,91482,2025-11-01,1,Not as Expected,34139.77
3711,44633,91543,2025-02-05,2,Changed Mind,8086.95
3712,44661,91598,2025-05-04,1,Damaged,72279.48
3713,44662,91600,2025-01-19,2,Wrong Item,29886.94
3714,44668,91614,2025-11-14,1,Wrong Item,10590.61
3715,44670,91619,2025-04-25,1,Changed Mind,7019.88
3716,44685,91641,2025-08-22,1,Changed Mind,50753.93
3717,44690,91648,2025-09-26,1,Wrong Item,19320.59
3718,44714,91694,2025-11-13,1,Wrong Item,30388.87
3719,44720,91704,2025-04-04,1,Size Issue,3359.84
3720,44735,91728,2025-08-19,1,Damaged,11987.65
3721,44760,91773,2025-10-06,2,Wrong Item,115492.16
3722,44777,91812,2025-02-15,2,Damaged,114900.13
3723,44788,91833,2025-05-31,1,Wrong Item,74299.68
3724,44800,91862,2025-07-21,2,Not as Expected,170736.7
3725,44813,91893,2025-10-27,1,Wrong Item,20274.81
3726,44815,91896,2025-05-21,1,Wrong Item,4949.87
3727,44820,91910,2025-07-28,1,Wrong Item,8891.29
3728,44829,91928,2025-02-18,1,Not as Expected,76095.3
3729,44841,91952,2025-12-31,1,Changed Mind,11924.3
3730,44843,91955,2025-08-24,1,Not as Expected,682.74
3731,44843,91956,2025-08-11,1,Changed Mind,7087.97
3732,44855,91977,2025-03-12,3,Not as Expected,18318.79
3733,44869,91998,2025-06-02,1,Damaged,3853.73
3734,44889,92041,2025-06-11,1,Wrong Item,5989.16
3735,44892,92048,2025-12-27,1,Changed Mind,42740.15
3736,44914,92102,2025-12-09,1,Changed Mind,7856.93
3737,44917,92111,2025-12-31,1,Damaged,4128.12
3738,44928,92135,2025-01-12,1,Damaged,10810.5
3739,44940,92156,2025-03-30,1,Changed Mind,37826.89
3740,44941,92160,2025-03-01,1,Damaged,10479.64
3741,44945,92169,2025-10-04,1,Wrong Item,67424.0
3742,44975,92228,2025-02-22,1,Changed Mind,10514.82
3743,45027,92328,2025-01-30,1,Wrong Item,31746.34
3744,45040,92354,2025-12-07,2,Wrong Item,2683.08
3745,45050,92379,2025-09-26,1,Wrong Item,4289.47
3746,45085,92462,2025-11-24,1,Wrong Item,6334.02
3747,45115,92526,2025-06-01,1,Wrong Item,2560.33
3748,45137,92570,2025-05-21,2,Changed Mind,89165.61
3749,45148,92596,2025-06-20,1,Not as Expected,3556.3
3750,45151,92600,2025-10-30,1,Size Issue,44856.61
3751,45188,92671,2025-11-26,3,Size Issue,10639.11
3752,45194,92681,2025-02-08,1,Damaged,56768.87
3753,45202,92700,2025-02-02,2,Not as Expected,9899.75
3754,45214,92726,2025-02-18,1,Wrong Item,6628.98
3755,45238,92775,2025-11-25,1,Not as Expected,9197.8
3756,45250,92796,2025-07-31,1,Changed Mind,46221.38
3757,45260,92818,2025-05-04,1,Damaged,42527.82
3758,45277,92850,2025-10-02,1,Size Issue,2408.53
3759,45314,92917,2025-05-08,2,Not as Expected,18401.67
3760,45330,92954,2025-07-20,1,Wrong Item,49084.17
3761,45331,92961,2025-09-01,1,Wrong Item,6708.8
3762,45354,92998,2025-05-10,1,Wrong Item,4910.19
3763,45358,93006,2025-02-26,1,Size Issue,67085.33
3764,45382,93055,2025-07-18,2,Size Issue,13812.08
3765,45419,93127,2025-05-17,2,Changed Mind,4335.35
3766,45425,93141,2025-07-06,1,Wrong Item,21637.3
3767,45441,93170,2025-05-09,1,Damaged,5641.35
3768,45497,93288,2025-08-28,1,Damaged,26759.6
3769,45498,93289,2025-10-27,1,Changed Mind,72922.62
3770,45511,93315,2025-11-28,2,Not as Expected,106850.38
3771,45516,93326,2025-08-29,1,Size Issue,6838.71
3772,45524,93338,2025-06-19,1,Not as Expected,7231.53
3773,45525,93339,2025-03-17,1,Damaged,8931.59
3774,45528,93345,2025-09-26,1,Size Issue,26064.65
3775,45536,93363,2025-10-09,1,Not as Expected,648.6
3776,45542,93381,2025-07-29,1,Not as Expected,11872.27
3777,45563,93422,2025-08-23,1,Changed Mind,12561.17
3778,45570,93437,2025-02-25,1,Wrong Item,1436.99
3779,45582,93453,2025-07-10,1,Size Issue,69541.17
3780,45588,93472,2025-08-05,1,Wrong Item,7676.27
3781,45595,93482,2025-09-01,1,Damaged,9115.57
3782,45625,93541,2025-09-11,2,Damaged,12485.77
3783,45662,93608,2025-12-07,2,Not as Expected,95792.22
3784,45677,93638,2025-02-07,1,Changed Mind,49181.55
3785,45705,93688,2025-09-21,2,Damaged,25594.11
3786,45707,93693,2025-11-20,4,Size Issue,28507.03
3787,45712,93706,2025-03-30,2,Damaged,1908.51
3788,45717,93714,2025-08-23,1,Not as Expected,13756.02
3789,45720,93722,2025-03-20,1,Changed Mind,20851.72
3790,45735,93751,2025-04-13,2,Size Issue,19829.22
3791,45746,93773,2025-05-15,1,Wrong Item,53930.43
3792,45774,93826,2025-10-19,1,Wrong Item,12326.1
3793,45782,93840,2025-09-09,4,Size Issue,46657.0
3794,45794,93869,2025-08-17,1,Damaged,27311.82
3795,45811,93917,2025-04-16,2,Not as Expected,3954.73
3796,45840,93970,2025-05-15,1,Changed Mind,44582.81
3797,45842,93976,2025-10-29,1,Changed Mind,7138.22
3798,45848,93990,2025-03-06,1,Wrong Item,8664.05
3799,45859,94009,2025-03-19,1,Size Issue,22295.44
3800,45860,94013,2025-09-04,1,Not as Expected,17276.4
3801,45886,94065,2025-08-01,1,Wrong Item,14549.56
3802,45904,94099,2025-12-30,1,Damaged,614.47
3803,45942,94178,2025-12-22,1,Damaged,14905.38
3804,46005,94305,2025-09-19,1,Damaged,71169.78
3805,46017,94328,2025-09-13,1,Not as Expected,4881.81
3806,46050,94396,2025-03-27,1,Wrong Item,3575.54
3807,46074,94441,2025-12-19,1,Size Issue,2913.94
3808,46151,94604,2025-02-08,1,Changed Mind,7087.97
3809,46155,94614,2025-09-25,1,Not as Expected,5907.37
3810,46165,94634,2025-10-18,1,Not as Expected,3173.19
3811,46177,94662,2025-04-17,1,Changed Mind,4791.33
3812,46197,94706,2025-06-09,1,Changed Mind,19464.27
3813,46213,94734,2025-08-12,1,Size Issue,15415.78
3814,46222,94750,2025-03-02,1,Damaged,16558.65
3815,46254,94809,2025-09-28,1,Wrong Item,5363.17
3816,46280,94866,2025-10-31,1,Damaged,22154.95
3817,46299,94905,2025-02-23,1,Changed Mind,5359.28
3818,46311,94933,2025-07-09,1,Damaged,17616.55
3819,46322,94955,2025-12-12,1,Changed Mind,18644.68
3820,46327,94965,2025-01-26,1,Damaged,7706.21
3821,46339,94990,2025-09-16,1,Not as Expected,20851.72
3822,46340,94994,2025-08-31,2,Damaged,5851.19
3823,46344,95001,2025-08-20,2,Wrong Item,10734.08
3824,46366,95050,2025-11-07,2,Changed Mind,139115.75
3825,46392,95096,2025-06-21,1,Wrong Item,12553.15
3826,46396,95103,2025-06-12,1,Changed Mind,9722.61
3827,46404,95123,2025-09-03,1,Wrong Item,5641.35
3828,46407,95132,2025-05-29,1,Damaged,80851.26
3829,46440,95194,2025-12-31,2,Damaged,31202.26
3830,46466,95246,2025-12-31,1,Not as Expected,9854.23
3831,46496,95314,2025-04-23,1,Not as Expected,6911.7
3832,46518,95364,2025-09-29,1,Not as Expected,3941.74
3833,46531,95387,2025-02-24,2,Size Issue,2107.52
3834,46535,95397,2025-12-31,1,Changed Mind,65861.96
3835,46557,95439,2025-10-22,1,Damaged,9401.25
3836,46571,95471,2025-10-18,1,Not as Expected,7174.93
3837,46594,95514,2025-12-22,1,Damaged,3830.29
3838,46636,95595,2025-05-08,1,Not as Expected,2304.3
3839,46642,95610,2025-02-07,1,Damaged,9401.25
3840,46648,95621,2025-03-17,2,Changed Mind,13334.78
3841,46660,95641,2025-12-31,2,Wrong Item,1016.68
3842,46667,95653,2025-11-08,1,Not as Expected,68027.74
3843,46684,95686,2025-09-14,1,Size Issue,353.12
3844,46730,95778,2025-11-16,1,Wrong Item,52255.4
3845,46736,95791,2025-08-27,1,Wrong Item,4556.48
3846,46748,95816,2025-09-05,1,Changed Mind,74469.42
3847,46751,95823,2025-07-29,1,Damaged,5007.22
3848,46778,95881,2025-03-08,1,Wrong Item,18206.26
3849,46789,95898,2025-07-25,1,Size Issue,63554.53
3850,46801,95921,2025-11-30,2,Size Issue,20846.5
3851,46804,95927,2025-06-12,1,Not as Expected,14218.95
3852,46821,95960,2025-03-04,1,Not as Expected,67085.33
3853,46830,95978,2025-10-21,1,Changed Mind,23309.52
3854,46836,95987,2025-03-06,3,Size Issue,33424.66
3855,46848,96008,2025-12-07,1,Damaged,11701.9
3856,46864,96042,2025-09-16,1,Size Issue,1125.67
3857,46870,96056,2025-06-15,1,Damaged,6184.15
3858,46879,96076,2025-03-08,1,Size Issue,15978.2
3859,46888,96097,2025-03-19,1,Changed Mind,24083.64
3860,46889,96099,2025-06-05,1,Damaged,14397.76
3861,46907,96143,2025-12-31,1,Changed Mind,65630.36
3862,46908,96146,2025-11-24,1,Changed Mind,4022.48
3863,46909,96150,2025-10-02,1,Wrong Item,39574.28
3864,46921,96176,2025-03-23,2,Wrong Item,4497.66
3865,46958,96239,2025-06-25,1,Size Issue,5702.48
3866,46970,96263,2025-11-14,1,Damaged,27206.85
3867,46974,96272,2025-10-31,1,Wrong Item,5641.35
3868,47016,96363,2025-03-24,1,Damaged,10432.88
3869,47038,96403,2025-08-11,1,Damaged,58338.1
3870,47057,96433,2025-02-25,1,Wrong Item,7451.65
3871,47069,96459,2025-04-16,1,Damaged,15007.06
3872,47077,96475,2025-10-22,1,Size Issue,21056.8
3873,47083,96491,2025-03-14,1,Damaged,15997.23
3874,47096,96515,2025-04-07,1,Size Issue,977.06
3875,47102,96531,2025-09-26,1,Wrong Item,4482.6
3876,47103,96535,2025-06-16,1,Size Issue,17303.65
3877,47116,96561,2025-05-02,1,Not as Expected,16238.97
3878,47125,96583,2025-12-01,1,Wrong Item,8267.59
3879,47135,96600,2025-09-16,1,Damaged,5797.15
3880,47155,96634,2025-12-31,2,Not as Expected,18222.24
3881,47156,96636,2025-11-24,1,Not as Expected,8134.34
3882,47171,96674,2025-10-27,1,Wrong Item,6667.39
3883,47178,96689,2025-12-31,2,Damaged,21340.35
3884,47200,96740,2025-06-09,2,Wrong Item,25332.89
3885,47204,96749,2025-12-14,1,Size Issue,9205.55
3886,47210,96764,2025-11-08,1,Not as Expected,1824.58
3887,47211,96770,2025-05-13,1,Damaged,56768.87
3888,47219,96786,2025-03-29,2,Changed Mind,115492.16
3889,47228,96808,2025-08-20,1,Not as Expected,5989.16
3890,47246,96839,2025-07-13,1,Wrong Item,19784.08
3891,47271,96889,2025-04-20,1,Wrong Item,28685.53
3892,47274,96894,2025-02-13,1,Changed Mind,4613.78
3893,47278,96900,2025-10-24,1,Changed Mind,4915.47
3894,47309,96962,2025-02-23,2,Changed Mind,22876.74
3895,47312,96971,2025-11-18,2,Changed Mind,15599.74
3896,47328,97000,2025-01-17,1,Not as Expected,30407.66
3897,47336,97012,2025-05-16,1,Wrong Item,441.4
3898,47338,97014,2025-10-31,2,Damaged,12075.84
3899,47363,97058,2025-10-01,1,Wrong Item,2378.43
3900,47401,97131,2025-08-17,1,Wrong Item,12531.84
3901,47423,97177,2025-12-24,1,Size Issue,35018.61
3902,47425,97184,2025-05-07,1,Damaged,2600.53
3903,47427,97189,2025-03-29,1,Size Issue,6824.65
3904,47443,97219,2025-12-18,1,Changed Mind,18041.07
3905,47446,97225,2025-11-19,1,Size Issue,77286.53
3906,47467,97283,2025-08-13,1,Changed Mind,16852.86
3907,47487,97323,2025-07-15,1,Not as Expected,4060.18
3908,47503,97355,2025-12-27,1,Damaged,39574.28
3909,47505,97362,2025-06-17,1,Not as Expected,8035.03
3910,47513,97373,2025-09-19,1,Wrong Item,69276.49
3911,47523,97395,2025-12-31,1,Changed Mind,4294.05
3912,47556,97457,2025-10-10,1,Not as Expected,13191.41
3913,47577,97502,2025-02-24,2,Not as Expected,53944.71
3914,47577,97504,2025-02-23,1,Size Issue,942.84
3915,47617,97572,2025-01-14,1,Size Issue,1680.19
3916,47632,97601,2025-03-14,1,Changed Mind,2167.68
3917,47634,97606,2025-12-02,1,Damaged,3009.39
3918,47641,97622,2025-05-23,1,Size Issue,10184.12
3919,47642,97623,2025-03-22,1,Size Issue,68845.5
3920,47657,97646,2025-02-14,1,Wrong Item,3560.99
3921,47676,97685,2025-09-22,1,Not as Expected,831.36
3922,47683,97700,2025-07-26,1,Changed Mind,5670.38
3923,47689,97714,2025-10-27,1,Not as Expected,70160.77
3924,47727,97793,2025-11-10,1,Not as Expected,11522.08
3925,47744,97830,2025-06-09,1,Size Issue,3170.63
3926,47751,97841,2025-05-11,1,Size Issue,12162.19
3927,47756,97855,2025-11-14,1,Damaged,20883.19
3928,47764,97868,2025-12-21,1,Wrong Item,7799.87
3929,47766,97872,2025-04-24,1,Size Issue,3556.3
3930,47768,97877,2025-01-22,1,Damaged,16678.22
3931,47798,97940,2025-12-30,1,Changed Mind,29161.08
3932,47812,97969,2025-11-23,1,Size Issue,12129.42
3933,47821,97995,2025-07-15,1,Damaged,6485.43
3934,47838,98029,2025-06-14,1,Damaged,20010.15
3935,47844,98046,2025-10-16,1,Changed Mind,37595.57
3936,47849,98053,2025-11-24,1,Wrong Item,3578.9
3937,47891,98142,2025-07-31,1,Damaged,3546.68
3938,47916,98195,2025-04-20,1,Changed Mind,85368.35
3939,47916,98197,2025-04-14,1,Not as Expected,1911.51
3940,47929,98221,2025-12-31,2,Wrong Item,5120.66
3941,47933,98229,2025-10-30,1,Not as Expected,5319.79
3942,47940,98245,2025-06-17,1,Changed Mind,51971.47
3943,47940,98246,2025-06-09,2,Size Issue,12485.77
3944,47970,98301,2025-02-06,1,Wrong Item,648.6
3945,47972,98304,2025-07-24,1,Size Issue,3250.66
3946,47991,98341,2025-11-08,1,Damaged,6465.46
3947,47994,98351,2025-11-21,1,Wrong Item,40158.19
3948,47995,98352,2025-08-14,1,Size Issue,2961.18
3949,48001,98366,2025-06-08,1,Changed Mind,4756.86
3950,48003,98368,2025-06-14,1,Damaged,9197.8
3951,48023,98409,2025-12-17,1,Size Issue,44582.81
3952,48024,98412,2025-03-27,2,Damaged,5411.97
3953,48024,98413,2025-04-17,1,Size Issue,46929.27
3954,48038,98441,2025-06-22,1,Not as Expected,3617.85
3955,48045,98459,2025-02-13,1,Not as Expected,19464.27
3956,48068,98511,2025-12-02,1,Size Issue,2050.1
3957,48091,98557,2025-06-21,2,Size Issue,4695.23
3958,48097,98573,2025-03-31,1,Changed Mind,72279.48
3959,48097,98575,2025-04-06,1,Size Issue,17276.4
3960,48108,98597,2025-04-29,2,Changed Mind,95687.6
3961,48113,98611,2025-12-31,1,Changed Mind,1019.28
3962,48113,98613,2025-12-31,1,Size Issue,2139.17
3963,48125,98640,2025-11-20,1,Size Issue,13741.34
3964,48156,98700,2025-12-04,1,Not as Expected,5321.34
3965,48160,98705,2025-06-24,1,Wrong Item,7382.26
3966,48161,98707,2025-03-07,1,Changed Mind,9197.8
3967,48166,98719,2025-06-16,1,Changed Mind,887.38
3968,48192,98773,2025-09-04,1,Not as Expected,17585.85
3969,48215,98819,2025-06-24,1,Not as Expected,61476.94
3970,48254,98897,2025-08-09,1,Wrong Item,15571.42
3971,48257,98903,2025-07-29,1,Size Issue,3261.44
3972,48280,98959,2025-01-18,1,Size Issue,15611.02
3973,48295,98996,2025-07-10,1,Damaged,5667.28
3974,48307,99017,2025-01-25,1,Damaged,17257.41
3975,48308,99019,2025-12-31,1,Not as Expected,13822.69
3976,48333,99068,2025-12-31,1,Changed Mind,2390.84
3977,48337,99078,2025-02-22,2,Damaged,11678.54
3978,48394,99190,2025-04-10,2,Size Issue,6270.73
3979,48402,99203,2025-03-07,1,Changed Mind,5776.7
3980,48407,99215,2025-11-21,1,Not as Expected,4031.88
3981,48408,99220,2025-12-16,1,Wrong Item,5648.29
3982,48423,99250,2025-11-08,1,Changed Mind,12776.5
3983,48430,99261,2025-03-29,1,Wrong Item,5689.7
3984,48431,99263,2025-01-27,1,Size Issue,15217.58
3985,48435,99268,2025-03-26,2,Damaged,26056.22
3986,48451,99299,2025-09-01,1,Changed Mind,12977.94
3987,48457,99312,2025-08-03,1,Wrong Item,16238.97
3988,48459,99317,2025-11-08,1,Wrong Item,5188.55
3989,48512,99419,2025-10-09,1,Damaged,11762.0
3990,48521,99437,2025-09-24,1,Damaged,6571.46
3991,48528,99451,2025-11-06,1,Changed Mind,2486.42
3992,48529,99452,2025-11-19,1,Changed Mind,13368.39
3993,48540,99473,2025-02-10,1,Wrong Item,7856.93
3994,48549,99495,2025-07-25,2,Wrong Item,48753.5
3995,48560,99520,2025-12-31,1,Not as Expected,1926.82
3996,48565,99533,2025-10-22,1,Wrong Item,6824.65
3997,48591,99590,2025-12-18,1,Not as Expected,16363.62
3998,48594,99594,2025-05-31,1,Changed Mind,13146.12
3999,48616,99637,2025-04-12,1,Wrong Item,11786.24
4000,48633,99679,2025-12-08,1,Size Issue,65630.36
4001,48635,99683,2025-09-09,1,Changed Mind,13741.34
4002,48649,99709,2025-03-10,1,Size Issue,2002.89
4003,48665,99736,2025-12-12,1,Size Issue,8071.79
4004,48679,99763,2025-09-09,1,Wrong Item,10866.45
4005,48692,99785,2025-08-06,1,Changed Mind,2288.1
4006,48704,99804,2025-04-22,1,Not as Expected,15031.18
4007,48719,99831,2025-03-24,2,Size Issue,130901.02
4008,48721,99834,2025-12-31,1,Not as Expected,12782.56
4009,48735,99872,2025-11-03,1,Damaged,2961.18
4010,48738,99877,2025-05-09,1,Wrong Item,6184.15
4011,48764,99934,2025-04-20,1,Not as Expected,546.19
4012,48776,99960,2025-12-31,2,Size Issue,3823.01
4013,48803,100016,2025-10-08,1,Damaged,2224.69
4014,48806,100020,2025-12-16,1,Size Issue,8545.5
4015,48820,100042,2025-06-22,2,Not as Expected,8418.1
4016,48821,100048,2025-06-21,1,Size Issue,3483.74
4017,48828,100063,2025-09-14,1,Changed Mind,4919.73
4018,48830,100067,2025-10-21,1,Damaged,12214.53
4019,48874,100157,2025-05-09,1,Wrong Item,22745.66
4020,48884,100181,2025-10-22,1,Damaged,40158.19
4021,48895,100207,2025-11-26,1,Size Issue,7067.66
4022,48900,100217,2025-10-12,1,Size Issue,23309.52
4023,48902,100223,2025-11-30,1,Changed Mind,10720.13
4024,48907,100232,2025-03-24,1,Size Issue,6184.15
4025,48928,100276,2025-09-20,1,Damaged,27206.85
4026,48944,100304,2025-06-09,1,Not as Expected,3963.59
4027,48947,100310,2025-12-30,2,Damaged,47604.98
4028,48953,100326,2025-10-12,1,Damaged,63831.33
4029,48968,100360,2025-03-15,1,Wrong Item,55329.25
4030,48970,100366,2025-10-28,1,Damaged,24311.1
4031,48973,100375,2025-03-12,1,Wrong Item,14549.56
4032,49001,100432,2025-06-12,1,Wrong Item,2408.53
4033,49001,100434,2025-06-03,1,Damaged,4391.56
4034,49025,100482,2025-11-13,1,Damaged,27918.45
4035,49076,100583,2025-05-04,1,Changed Mind,7349.36
4036,49081,100589,2025-09-17,1,Not as Expected,42236.34
4037,49081,100592,2025-10-02,1,Changed Mind,8976.27
4038,49082,100595,2025-09-08,1,Wrong Item,10830.06
4039,49101,100637,2025-04-15,2,Changed Mind,3780.43
4040,49107,100650,2025-07-08,3,Size Issue,14270.58
4041,49109,100654,2025-09-02,1,Wrong Item,942.84
4042,49111,100658,2025-03-30,1,Wrong Item,5879.49
4043,49117,100666,2025-06-02,2,Changed Mind,6367.02
4044,49120,100670,2025-12-17,1,Wrong Item,7856.93
4045,49126,100683,2025-02-22,2,Damaged,21111.41
4046,49127,100686,2025-10-25,1,Damaged,5820.38
4047,49177,100790,2025-09-15,1,Not as Expected,3940.76
4048,49191,100821,2025-08-30,1,Not as Expected,69093.62
4049,49207,100850,2025-11-01,1,Size Issue,7882.42
4050,49216,100867,2025-01-03,2,Size Issue,12550.14
4051,49237,100910,2025-05-28,1,Wrong Item,17319.36
4052,49243,100925,2025-01-22,2,Wrong Item,113537.74
4053,49263,100965,2025-12-31,1,Damaged,3232.21
4054,49265,100969,2025-07-23,1,Wrong Item,7135.15
4055,49277,100995,2025-02-05,1,Changed Mind,7278.09
4056,49285,101008,2025-02-10,1,Changed Mind,15440.84
4057,49304,101044,2025-03-29,1,Changed Mind,6602.36
4058,49305,101045,2025-09-20,1,Damaged,6911.7
4059,49311,101060,2025-09-28,1,Changed Mind,36908.76
4060,49314,101066,2025-04-06,1,Changed Mind,1125.91
4061,49319,101077,2025-10-20,1,Damaged,11701.9
4062,49319,101079,2025-10-12,1,Changed Mind,3239.49
4063,49326,101094,2025-10-18,1,Wrong Item,10928.94
4064,49334,101114,2025-12-31,1,Wrong Item,14642.83
4065,49344,101135,2025-12-31,1,Not as Expected,4691.32
4066,49345,101139,2025-06-14,1,Changed Mind,14681.25
4067,49357,101165,2025-12-09,1,Changed Mind,8686.53
4068,49369,101189,2025-05-07,1,Changed Mind,18181.8
4069,49373,101197,2025-03-31,1,Changed Mind,8809.62
4070,49380,101215,2025-05-03,2,Damaged,1954.12
4071,49384,101222,2025-11-26,1,Damaged,29585.03
4072,49387,101230,2025-09-19,1,Size Issue,1928.81
4073,49408,101275,2025-02-13,2,Changed Mind,1954.12
4074,49412,101281,2025-11-29,1,Not as Expected,8777.47
4075,49416,101290,2025-06-12,1,Changed Mind,8267.59
4076,49442,101341,2025-10-28,2,Size Issue,1421.22
4077,49459,101377,2025-11-11,3,Wrong Item,49297.95
4078,49466,101391,2025-10-29,1,Not as Expected,15930.61
4079,49483,101422,2025-11-22,1,Size Issue,4090.54
4080,49512,101476,2025-12-08,1,Damaged,60730.6
4081,49524,101496,2025-10-28,1,Not as Expected,18595.24
4082,49525,101498,2025-06-01,2,Size Issue,11494.14
4083,49536,101520,2025-05-21,1,Not as Expected,5333.91
4084,49539,101525,2025-09-29,1,Changed Mind,3165.33
4085,49541,101528,2025-04-29,3,Changed Mind,27382.03
4086,49555,101562,2025-12-13,1,Size Issue,48253.54
4087,49573,101594,2025-06-16,1,Size Issue,29845.92
4088,49586,101621,2025-04-24,1,Damaged,3864.65
4089,49594,101636,2025-02-02,1,Size Issue,887.38
4090,49606,101660,2025-12-07,1,Size Issue,5702.48
4091,49615,101674,2025-12-03,1,Not as Expected,7135.15
4092,49648,101742,2025-07-03,1,Changed Mind,4622.7
4093,49651,101749,2025-11-08,2,Wrong Item,49545.42
4094,49698,101829,2025-08-15,1,Damaged,24526.24
4095,49748,101926,2025-12-22,1,Changed Mind,26211.78
4096,49765,101961,2025-09-01,1,Damaged,2617.28
4097,49765,101964,2025-09-09,1,Changed Mind,12974.84
4098,49766,101965,2025-08-30,1,Not as Expected,3432.22
4099,49774,101978,2025-06-30,1,Damaged,928.21
4100,49778,101986,2025-12-15,1,Wrong Item,5797.15
4101,49790,102015,2025-10-19,1,Not as Expected,19813.09
4102,49802,102034,2025-03-01,1,Changed Mind,7945.4
4103,49805,102041,2025-01-31,1,Changed Mind,7964.15
4104,49808,102049,2025-11-23,1,Changed Mind,2347.62
4105,49809,102051,2025-07-26,1,Size Issue,17090.07
4106,49829,102089,2025-11-03,1,Changed Mind,61984.23
4107,49831,102094,2025-12-27,1,Changed Mind,7020.2
4108,49849,102135,2025-02-23,2,Not as Expected,2145.86
4109,49863,102165,2025-07-27,2,Wrong Item,18244.19
4110,49869,102180,2025-12-03,1,Size Issue,6439.23
4111,49906,102248,2025-12-13,1,Wrong Item,25126.6
4112,49912,102263,2025-09-15,1,Damaged,538.25
4113,49913,102265,2025-10-24,2,Wrong Item,134848.01
4114,49916,102272,2025-12-31,1,Size Issue,31746.34
4115,49924,102287,2025-07-27,2,Damaged,1858.33
4116,49929,102302,2025-05-09,1,Not as Expected,14681.25
4117,49932,102308,2025-02-18,2,Wrong Item,106009.92
4118,49937,102317,2025-05-10,1,Wrong Item,887.38
4119,49939,102320,2025-02-12,1,Not as Expected,1053.76
4120,49958,102357,2025-08-16,1,Not as Expected,1884.8
4121,49966,102375,2025-11-21,2,Damaged,8298.4
4122,49970,102384,2025-08-19,1,Damaged,4757.33
4123,49999,102441,2025-06-15,1,Wrong Item,3733.16
4124,50051,102536,2025-03-28,1,Size Issue,63554.53
4125,50074,102580,2025-12-31,1,Size Issue,10916.48
4126,50085,102607,2025-06-05,1,Wrong Item,4791.33
4127,50103,102654,2025-05-05,1,Changed Mind,8995.26
4128,50112,102679,2025-12-18,2,Not as Expected,22731.37
4129,50123,102698,2025-12-17,1,Size Issue,9988.83
4130,50141,102734,2025-05-05,2,Damaged,80269.72
4131,50144,102742,2025-05-23,1,Size Issue,2021.09
4132,50148,102751,2025-03-08,1,Changed Mind,24761.42
4133,50159,102776,2025-12-31,1,Wrong Item,39013.36
4134,50168,102794,2025-05-24,2,Size Issue,18428.19
4135,50171,102802,2025-04-29,1,Wrong Item,2023.95
4136,50198,102855,2025-03-25,1,Size Issue,25369.03
4137,50204,102868,2025-07-31,1,Not as Expected,5273.65
4138,50229,102919,2025-07-30,1,Not as Expected,19996.54
4139,50248,102953,2025-02-22,1,Not as Expected,4255.83
4140,50267,102989,2025-04-12,1,Not as Expected,60836.12
4141,50272,103004,2025-05-12,1,Damaged,53747.79
